calmcvm, r_allssh_ll_calm_backup, tbd, allssh 'ls -l /home/nutanix/tmp/calm-bkup', idx100, Incomplete backup, \192.52.129.1 - cannot access --- 192.52.11.2 - incomplete backup 
calmcvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
corecvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
engrcvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
pccvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
pecvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
calmcvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
corecvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
engrcvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
pccvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
calmcvm, r_allssh_docker_ps_a_exited_up, tbd, allssh 'docker ps -a | grep -v -e Exited -e Up', idx060, Not healthy, {'123.234.14.1': 1, '123.234.14.2': 0, '123.234.14.3': 0} 
